"Institute","InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum","empty","Year"
"St. Sava Serb. Orth. Sch. Theo.","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2004"
"St. Sava Serb. Orth. Sch. Theo.","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","28","0","0","2","28","0","30","4","","2004"
"St. Xavier University","Undergraduate","451","106","6","3","44","10","260","101","0","0","1,311","590","0","0","7","3","113","70","2,192","883","0","3,075","1","","2004"
"St. Xavier University","Graduate","233","39","2","1","30","10","102","26","0","0","1,586","327","0","0","2","2","181","106","2,136","511","0","2,647","2","","2004"
"St. Xavier University","Total","684","145","8","4","74","20","362","127","0","0","2,897","917","0","0","9","5","294","176","4,328","1,394","0","5,722","4","","2004"
"The Chicago Institute for Psychoanalysis","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2004"
"The Chicago Institute for Psychoanalysis","Graduate","1","0","0","0","0","0","0","0","0","0","55","30","0","0","1","1","0","0","57","31","0","88","2","","2004"
"The Chicago Institute for Psychoanalysis","Total","1","0","0","0","0","0","0","0","0","0","55","30","0","0","1","1","0","0","57","31","0","88","4","","2004"
"The John Marshall Law School","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2004"
"The John Marshall Law School","Graduate","51","28","4","2","42","47","28","38","0","0","496","744","0","0","28","14","22","27","671","900","0","1,571","2","","2004"
"The John Marshall Law School","Total","51","28","4","2","42","47","28","38","0","0","496","744","0","0","28","14","22","27","671","900","0","1,571","4","","2004"
"Toyota Technological Institute at Chicago","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2004"
"Toyota Technological Institute at Chicago","Graduate","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","3","2","","2004"
"Toyota Technological Institute at Chicago","Total","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","3","4","","2004"
"Trinity Christian College","Undergraduate","60","24","3","0","17","10","34","19","0","0","636","360","0","0","6","16","33","16","789","445","0","1,234","1","","2004"
"Trinity Christian College","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2004"
"Trinity Christian College","Total","60","24","3","0","17","10","34","19","0","0","636","360","0","0","6","16","33","16","789","445","0","1,234","4","","2004"
"Trinity College of Nursing &amp; Health Sciences","Undergraduate","1","2","1","1","0","0","4","1","0","0","118","40","0","0","0","0","0","0","124","44","0","168","1","","2004"
"Trinity College of Nursing &amp; Health Sciences","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2004"
"Trinity College of Nursing &amp; Health Sciences","Total","1","2","1","1","0","0","4","1","0","0","118","40","0","0","0","0","0","0","124","44","0","168","4","","2004"
"Trinity International University","Undergraduate","64","73","2","0","16","17","20","18","0","0","434","346","0","0","2","4","28","26","566","484","0","1,050","1","","2004"
"Trinity International University","Graduate","32","42","2","4","39","86","2","13","0","0","207","646","0","0","36","123","150","304","468","1,218","0","1,686","2","","2004"
"Trinity International University","Total","96","115","4","4","55","103","22","31","0","0","641","992","0","0","38","127","178","330","1,034","1,702","0","2,736","4","","2004"
"Univ. of St. Mary of the Lake","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2004"
"Univ. of St. Mary of the Lake","Graduate","0","0","0","0","0","5","1","6","0","0","4","142","0","0","0","86","0","0","5","239","0","244","2","","2004"
"Univ. of St. Mary of the Lake","Total","0","0","0","0","0","5","1","6","0","0","4","142","0","0","0","86","0","0","5","239","0","244","4","","2004"
"University of Chicago","Undergraduate","115","68","7","8","384","278","191","180","0","0","1,194","1,321","0","0","173","194","217","215","2,281","2,264","0","4,545","1","","2004"
"University of Chicago","Graduate","233","168","13","10","409","563","169","173","0","0","1,919","2,703","0","0","696","1,300","381","588","3,820","5,505","0","9,325","2","","2004"
"University of Chicago","Total","348","236","20","18","793","841","360","353","0","0","3,113","4,024","0","0","869","1,494","598","803","6,101","7,769","0","13,870","4","","2004"
"University of St. Francis","Undergraduate","108","37","6","1","36","8","76","35","0","0","1,277","399","0","0","2","7","307","54","1,812","541","0","2,353","1","","2004"
"University of St. Francis","Graduate","116","20","3","1","22","6","47","18","0","0","1,057","259","0","0","1","0","170","56","1,416","360","0","1,776","2","","2004"
"University of St. Francis","Total","224","57","9","2","58","14","123","53","0","0","2,334","658","0","0","3","7","477","110","3,228","901","0","4,129","4","","2004"
"VanderCook College of Music","Undergraduate","4","10","0","0","2","0","1","7","0","0","36","30","0","0","1","1","15","16","59","64","0","123","1","","2004"
"VanderCook College of Music","Graduate","1","0","0","0","1","0","0","0","0","0","14","10","0","0","0","0","21","18","37","28","0","65","2","","2004"
"VanderCook College of Music","Total","5","10","0","0","3","0","1","7","0","0","50","40","0","0","1","1","36","34","96","92","0","188","4","","2004"
"Cardean University","Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","2004"
"Cardean University","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","64","23","64","0","87","2","","2004"
"Cardean University","Total","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","23","64","23","64","0","87","4","","2004"
"Career Colleges of Chicago","Undergraduate","107","6","0","0","0","0","30","1","0","0","69","4","0","0","0","0","12","4","218","15","0","233","1","","2004"
"Career Colleges of Chicago","Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","2004"
"Career Colleges of Chicago","Total","107","6","0","0","0","0","30","1","0","0","69","4","0","0","0","0","12","4","218","15","0","233","4","","2004"
"DeVry University (Closed)","Undergraduate","1,161","1,067","19","18","177","437","512","823","0","0","1,092","2,733","0","0","32","57","1,259","1,355","4,252","6,490","0","10,742","1","","2004"
"DeVry University (Closed)","Graduate","771","272","4","1","106","137","119","89","0","0","723","806","0","0","11","2","376","304","2,110","1,611","0","3,721","2","","2004"
